EmployeeID,Name,Department,JobRole,Age,Gender,Education,EducationField,MaritalStatus,HireDate,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager,MonthlyIncome,PerformanceRating,JobSatisfaction,Attrition,OverTime,TrainingTimesLastYear
1530,Employee_1530,HR,Executive,21,Other,Bachelors,Marketing,Married,2021-04-26,16,4,0,1,14279,4,3,No,No,0
1531,Employee_1531,Sales,Consultant,23,Female,High School,Life Sciences,Married,2006-10-02,12,11,9,5,4794,4,3,Yes,Yes,8
1532,Employee_1532,HR,Consultant,58,Other,Bachelors,Marketing,Single,2015-04-21,14,2,3,12,5894,3,2,No,Yes,9
1533,Employee_1533,Marketing,Manager,50,Male,Bachelors,Marketing,Divorced,2013-10-21,3,11,3,9,6824,2,2,No,No,7
1534,Employee_1534,Operations,Consultant,25,Male,PhD,Marketing,Married,2001-08-12,22,10,5,2,13294,1,2,No,No,4
1535,Employee_1535,IT,Manager,31,Male,PhD,Technical Degree,Divorced,2018-04-07,5,9,0,10,9026,4,3,Yes,Yes,9
1536,Employee_1536,HR,Executive,29,Male,Bachelors,Marketing,Single,2004-04-04,1,2,5,8,17095,5,1,Yes,No,9
1537,Employee_1537,IT,Developer,34,Other,High School,Medical,Divorced,2006-08-30,6,0,9,3,13346,3,1,No,No,3
1538,Employee_1538,Operations,Manager,39,Other,Masters,Human Resources,Married,2018-11-28,24,8,8,11,9774,1,1,No,No,3
1539,Employee_1539,Operations,Analyst,33,Male,PhD,Other,Married,2018-01-12,8,3,0,12,5099,1,3,Yes,Yes,8
1540,Employee_1540,HR,Executive,41,Male,Bachelors,Other,Single,2006-04-27,18,8,2,1,17712,3,4,No,No,0
1541,Employee_1541,IT,Executive,59,Male,High School,Human Resources,Divorced,2008-12-09,21,3,4,13,18431,1,2,No,No,9
1542,Employee_1542,Sales,Analyst,22,Male,Bachelors,Marketing,Married,2008-11-12,16,4,9,1,19914,2,4,No,No,2
1543,Employee_1543,Sales,Manager,50,Other,Bachelors,Technical Degree,Single,2005-09-22,3,4,1,7,6770,2,3,No,No,9
1544,Employee_1544,Sales,Team Lead,43,Male,PhD,Marketing,Divorced,2022-11-21,20,3,2,13,15633,1,1,No,No,4
1545,Employee_1545,Marketing,Executive,47,Male,High School,Marketing,Married,2004-05-16,24,3,1,1,7008,1,1,No,No,3
1546,Employee_1546,Marketing,Consultant,21,Female,Bachelors,Life Sciences,Single,2017-01-09,2,6,3,9,5773,3,4,No,Yes,0
1547,Employee_1547,Sales,Developer,27,Female,PhD,Other,Single,2002-03-04,24,11,7,1,6309,5,1,Yes,No,6
1548,Employee_1548,IT,Executive,22,Other,High School,Other,Single,2008-07-19,4,6,8,10,3710,4,4,No,No,7
1549,Employee_1549,Sales,Consultant,43,Male,High School,Medical,Single,2022-03-16,15,5,7,6,5757,4,2,No,No,2
1550,Employee_1550,Sales,Consultant,51,Male,Bachelors,Other,Single,2009-04-25,18,13,9,12,8528,5,2,No,No,6
1551,Employee_1551,Finance,Team Lead,49,Female,Bachelors,Life Sciences,Divorced,2012-03-22,1,14,9,0,18967,1,1,Yes,Yes,2
1552,Employee_1552,Marketing,Analyst,34,Male,High School,Other,Married,2002-05-02,8,2,0,0,19800,4,1,No,No,9
1553,Employee_1553,Marketing,Consultant,25,Male,High School,Human Resources,Divorced,2022-01-08,10,5,8,5,7446,2,1,No,No,1
1554,Employee_1554,Sales,Manager,31,Male,PhD,Other,Single,2019-06-03,14,13,4,10,12110,3,1,No,No,6
1555,Employee_1555,Sales,Analyst,53,Female,Masters,Technical Degree,Married,2013-06-17,12,8,1,9,15515,5,3,No,No,5
1556,Employee_1556,Finance,Analyst,49,Female,High School,Life Sciences,Single,2020-06-05,5,2,8,7,12132,4,1,No,No,5
1557,Employee_1557,Finance,Manager,26,Male,Bachelors,Medical,Single,2012-09-06,5,10,1,9,13935,5,4,No,No,6
1558,Employee_1558,Marketing,Analyst,27,Male,High School,Medical,Married,2011-06-30,17,6,0,7,9922,1,3,No,Yes,8
1559,Employee_1559,Marketing,Consultant,30,Male,Bachelors,Medical,Divorced,2001-06-30,7,10,2,6,15659,4,1,Yes,No,4
1560,Employee_1560,Marketing,Analyst,40,Male,Masters,Human Resources,Married,2015-08-14,4,4,5,3,7722,5,1,No,No,1
1561,Employee_1561,Marketing,Executive,29,Other,High School,Life Sciences,Divorced,2006-10-29,9,6,2,5,9685,4,2,Yes,No,5
1562,Employee_1562,IT,Developer,37,Female,Bachelors,Medical,Single,2010-02-01,21,12,5,8,4387,4,4,No,Yes,2
1563,Employee_1563,Sales,Manager,56,Other,Bachelors,Human Resources,Single,2009-10-27,8,10,2,3,6220,4,4,No,No,8
1564,Employee_1564,IT,Executive,26,Other,Bachelors,Technical Degree,Divorced,2001-02-16,23,1,9,7,3129,5,3,Yes,No,6
1565,Employee_1565,HR,Consultant,21,Other,PhD,Marketing,Single,2007-07-24,24,2,1,7,4284,3,4,No,No,4
1566,Employee_1566,Marketing,Team Lead,31,Other,Bachelors,Technical Degree,Divorced,2021-03-31,6,1,1,5,18532,3,1,No,Yes,3
1567,Employee_1567,Marketing,Executive,37,Male,Masters,Life Sciences,Divorced,2009-08-30,0,9,3,6,4425,5,2,No,Yes,3
1568,Employee_1568,Sales,Executive,59,Male,Bachelors,Technical Degree,Married,2017-10-23,11,6,2,0,12674,2,1,No,No,9
1569,Employee_1569,Marketing,Analyst,29,Male,High School,Other,Single,2012-06-16,16,8,7,11,6641,1,3,No,No,4
1570,Employee_1570,Marketing,Developer,36,Male,Masters,Human Resources,Married,2021-02-10,3,11,0,1,7366,5,4,No,Yes,5
1571,Employee_1571,IT,Executive,47,Female,Bachelors,Life Sciences,Married,2006-05-20,1,14,5,9,10633,2,2,No,No,6
1572,Employee_1572,HR,Team Lead,25,Female,Masters,Medical,Single,2008-07-30,24,2,5,9,17855,5,4,No,Yes,9
1573,Employee_1573,IT,Analyst,58,Male,High School,Human Resources,Married,2008-05-31,19,10,4,4,13815,1,4,Yes,Yes,9
1574,Employee_1574,Finance,Executive,28,Male,Masters,Other,Single,2006-07-01,20,10,9,3,15914,5,2,No,No,8
1575,Employee_1575,Marketing,Team Lead,29,Male,PhD,Life Sciences,Single,2018-03-30,17,11,7,4,8758,4,4,No,No,3
1576,Employee_1576,IT,Manager,33,Male,PhD,Other,Married,2008-10-16,14,6,0,4,17153,5,1,No,No,5
1577,Employee_1577,Sales,Consultant,23,Male,Masters,Other,Single,2008-01-17,8,9,4,11,4534,2,3,No,No,6
1578,Employee_1578,Operations,Executive,47,Female,Bachelors,Life Sciences,Single,2010-06-04,15,6,3,9,13025,5,1,No,Yes,8
1579,Employee_1579,HR,Manager,57,Female,Bachelors,Human Resources,Single,2000-06-04,7,2,7,14,11330,3,4,No,Yes,0
1580,Employee_1580,Operations,Manager,40,Male,Bachelors,Technical Degree,Single,2021-05-22,22,10,9,2,4920,5,2,No,Yes,7
1581,Employee_1581,HR,Team Lead,53,Female,Bachelors,Technical Degree,Married,2020-02-03,11,11,1,14,17528,2,1,No,Yes,5
1582,Employee_1582,Sales,Analyst,33,Female,High School,Medical,Divorced,2012-03-22,6,4,9,14,12810,5,1,No,Yes,4
1583,Employee_1583,Sales,Developer,44,Other,High School,Other,Married,2022-06-17,7,11,6,5,4533,3,4,No,No,2
1584,Employee_1584,Marketing,Developer,44,Male,PhD,Life Sciences,Divorced,2013-07-03,9,5,1,0,15635,5,4,Yes,No,2
1585,Employee_1585,HR,Executive,40,Male,Masters,Technical Degree,Divorced,2002-12-15,14,11,7,3,10099,1,4,No,Yes,2
1586,Employee_1586,Sales,Consultant,47,Female,High School,Life Sciences,Divorced,2015-06-25,6,4,4,9,11100,3,3,No,No,2
1587,Employee_1587,Finance,Team Lead,38,Female,PhD,Technical Degree,Single,2016-02-19,9,7,1,12,12104,1,4,No,No,5
1588,Employee_1588,HR,Manager,48,Female,Bachelors,Human Resources,Divorced,2005-05-08,22,8,0,9,3122,3,4,Yes,No,5
1589,Employee_1589,Sales,Executive,56,Female,PhD,Other,Single,2022-05-31,21,11,8,13,11861,2,3,No,Yes,3
1590,Employee_1590,IT,Analyst,53,Male,High School,Human Resources,Single,2009-06-22,24,11,1,3,3053,5,1,No,No,8
1591,Employee_1591,Sales,Consultant,52,Female,Masters,Technical Degree,Single,2007-03-26,19,5,0,11,4112,5,3,No,No,8
1592,Employee_1592,Operations,Consultant,27,Female,High School,Human Resources,Married,2007-12-10,20,10,6,8,9992,1,4,No,Yes,4
1593,Employee_1593,HR,Developer,35,Male,Masters,Other,Divorced,2021-02-18,21,1,5,0,7630,3,2,Yes,No,6
1594,Employee_1594,Operations,Consultant,34,Female,Masters,Life Sciences,Married,2014-09-16,6,1,7,11,12488,2,3,No,No,4
1595,Employee_1595,Operations,Developer,55,Other,Bachelors,Other,Single,2006-02-24,20,14,9,13,7659,3,4,No,No,3
1596,Employee_1596,Marketing,Manager,51,Male,Masters,Human Resources,Married,2018-02-14,20,3,2,8,7304,4,4,Yes,No,2
1597,Employee_1597,Finance,Consultant,51,Female,Masters,Medical,Single,2016-09-27,9,9,2,12,4869,1,2,Yes,No,8
1598,Employee_1598,Sales,Executive,46,Female,Bachelors,Technical Degree,Married,2003-11-26,21,2,5,7,5746,3,1,No,Yes,1
1599,Employee_1599,HR,Consultant,45,Male,PhD,Medical,Single,2021-08-09,9,6,5,9,10186,1,1,No,No,7
1600,Employee_1600,Sales,Executive,26,Female,Masters,Other,Single,2015-04-25,24,11,2,10,18998,4,1,No,No,3
1601,Employee_1601,Operations,Developer,47,Other,High School,Human Resources,Married,2017-02-01,5,11,5,1,8392,3,1,No,No,7
1602,Employee_1602,Sales,Analyst,52,Other,High School,Technical Degree,Single,2006-03-28,14,3,0,13,15640,3,1,No,No,1
1603,Employee_1603,HR,Team Lead,32,Male,PhD,Technical Degree,Divorced,2000-08-16,23,2,0,1,12318,1,3,No,No,6
1604,Employee_1604,IT,Consultant,50,Other,PhD,Life Sciences,Married,2012-08-05,19,1,4,3,12390,4,3,No,No,2
1605,Employee_1605,HR,Manager,44,Male,High School,Life Sciences,Married,2010-10-12,15,3,3,5,7852,2,1,No,Yes,4
1606,Employee_1606,HR,Developer,44,Other,Masters,Human Resources,Single,2016-03-03,22,14,1,2,11080,5,2,No,No,3
1607,Employee_1607,Marketing,Developer,42,Male,Masters,Life Sciences,Married,2011-08-04,4,4,2,8,15791,1,3,No,No,1
1608,Employee_1608,Sales,Executive,24,Female,Bachelors,Life Sciences,Divorced,2017-04-22,3,3,0,6,4824,1,1,No,No,7
1609,Employee_1609,Sales,Manager,39,Female,PhD,Medical,Married,2004-12-30,17,9,5,0,9816,5,1,No,No,7
1610,Employee_1610,HR,Developer,45,Male,Masters,Medical,Divorced,2006-10-18,8,8,9,14,14066,3,4,Yes,No,9
1611,Employee_1611,Operations,Developer,25,Other,PhD,Medical,Married,2007-11-27,4,0,4,9,18606,1,3,No,Yes,6
1612,Employee_1612,IT,Consultant,24,Male,Masters,Human Resources,Divorced,2007-06-22,10,8,9,3,12348,2,4,Yes,No,5
1613,Employee_1613,Marketing,Developer,49,Female,PhD,Other,Married,2017-09-29,12,13,5,2,10453,4,2,No,Yes,7
1614,Employee_1614,IT,Consultant,29,Male,High School,Other,Divorced,2021-11-20,5,14,5,3,8209,3,3,No,No,6
1615,Employee_1615,IT,Manager,58,Female,High School,Other,Single,2007-02-21,0,7,1,10,6842,1,4,No,Yes,8
1616,Employee_1616,Marketing,Consultant,54,Male,Masters,Technical Degree,Married,2006-06-08,3,12,7,5,4158,2,4,No,No,7
1617,Employee_1617,Operations,Developer,28,Male,Bachelors,Marketing,Married,2010-12-06,20,8,5,2,14033,5,1,No,No,5
1618,Employee_1618,Operations,Developer,31,Other,PhD,Human Resources,Divorced,2005-03-16,14,10,1,8,18019,3,3,No,No,5
1619,Employee_1619,Marketing,Consultant,54,Female,High School,Technical Degree,Married,2020-12-23,19,2,0,9,15812,2,2,Yes,No,9
1620,Employee_1620,IT,Executive,52,Male,PhD,Life Sciences,Divorced,2011-08-08,17,8,8,8,10629,1,3,No,Yes,1
1621,Employee_1621,Operations,Analyst,52,Male,Masters,Human Resources,Single,2013-12-17,16,8,3,3,17160,5,2,No,No,7
1622,Employee_1622,IT,Team Lead,25,Other,Bachelors,Technical Degree,Divorced,2016-11-21,8,1,9,8,17555,1,3,No,No,5
1623,Employee_1623,IT,Consultant,52,Male,Bachelors,Human Resources,Married,2017-09-03,14,2,7,1,14879,4,4,No,Yes,1
1624,Employee_1624,Operations,Manager,25,Male,Masters,Life Sciences,Single,2002-09-04,3,7,1,12,15369,1,4,No,No,1
1625,Employee_1625,Sales,Team Lead,52,Male,High School,Life Sciences,Divorced,2006-03-07,23,6,8,8,7135,5,3,No,Yes,1
1626,Employee_1626,Sales,Developer,21,Other,Bachelors,Human Resources,Divorced,2017-05-20,10,1,7,3,16559,4,3,No,No,1
1627,Employee_1627,Sales,Analyst,26,Other,Bachelors,Other,Single,2016-04-24,23,13,1,9,14314,4,1,No,No,2
1628,Employee_1628,Sales,Executive,59,Other,Bachelors,Human Resources,Married,2011-12-05,11,9,8,3,10805,3,3,No,No,5
1629,Employee_1629,Operations,Executive,45,Male,PhD,Marketing,Married,2003-02-01,11,8,7,13,11486,1,3,No,Yes,4
1630,Employee_1630,Operations,Manager,47,Male,PhD,Medical,Married,2012-10-12,3,1,1,10,8271,3,3,No,No,2
1631,Employee_1631,Marketing,Analyst,34,Male,High School,Technical Degree,Single,2019-08-16,7,13,5,9,12534,5,1,No,Yes,6
1632,Employee_1632,HR,Consultant,29,Other,Masters,Other,Divorced,2000-10-31,11,0,4,2,7461,3,4,No,No,3
1633,Employee_1633,Operations,Manager,48,Male,PhD,Life Sciences,Single,2022-09-11,19,8,1,1,3051,3,3,Yes,No,1
1634,Employee_1634,Sales,Executive,44,Male,Bachelors,Life Sciences,Divorced,2017-01-02,5,3,7,12,18144,5,1,No,No,9
1635,Employee_1635,IT,Developer,29,Male,High School,Technical Degree,Single,2022-08-05,12,10,0,7,13743,4,3,No,No,0
1636,Employee_1636,HR,Manager,56,Male,PhD,Other,Divorced,2017-07-19,4,12,7,4,12008,1,2,Yes,No,3
1637,Employee_1637,Sales,Analyst,59,Female,High School,Human Resources,Divorced,2007-05-08,13,14,5,9,15549,3,3,No,No,7
1638,Employee_1638,Finance,Consultant,57,Other,Bachelors,Marketing,Single,2001-12-01,14,5,8,10,18840,2,1,No,No,1
1639,Employee_1639,Finance,Manager,54,Male,High School,Other,Single,2003-05-24,16,10,5,5,8545,4,4,No,No,2
1640,Employee_1640,Marketing,Consultant,23,Male,Bachelors,Technical Degree,Single,2020-08-13,14,4,0,2,6652,3,1,No,No,5
1641,Employee_1641,Finance,Executive,41,Other,High School,Human Resources,Divorced,2000-04-01,24,14,9,3,14943,2,1,No,No,2
1642,Employee_1642,Marketing,Manager,59,Male,Masters,Life Sciences,Single,2006-02-19,10,3,4,1,4822,5,1,No,No,8
1643,Employee_1643,Operations,Developer,57,Male,High School,Human Resources,Divorced,2015-03-25,21,3,6,2,9240,3,4,No,No,9
1644,Employee_1644,Operations,Consultant,56,Male,Masters,Medical,Divorced,2003-04-11,13,2,3,9,3556,1,4,No,No,2
1645,Employee_1645,Marketing,Executive,22,Female,Masters,Marketing,Single,2007-10-11,12,3,3,4,18967,4,3,No,Yes,2
1646,Employee_1646,Operations,Consultant,37,Female,Bachelors,Medical,Married,2014-04-05,8,3,2,10,7588,3,1,No,No,6
1647,Employee_1647,Marketing,Manager,49,Other,High School,Medical,Married,2021-05-05,19,6,7,10,12314,1,3,No,No,2
1648,Employee_1648,HR,Team Lead,45,Other,PhD,Human Resources,Divorced,2012-10-08,19,8,4,12,19140,3,2,No,No,3
1649,Employee_1649,HR,Consultant,41,Male,Masters,Human Resources,Divorced,2007-03-12,3,14,5,13,19877,2,4,No,No,9
1650,Employee_1650,Finance,Team Lead,39,Male,Bachelors,Other,Married,2003-02-27,15,11,2,3,19916,4,4,No,No,3
1651,Employee_1651,HR,Executive,49,Male,PhD,Other,Divorced,2008-06-04,17,9,0,9,9082,1,1,No,No,6
1652,Employee_1652,Sales,Developer,23,Male,High School,Technical Degree,Married,2011-07-18,2,3,7,9,6783,1,1,No,No,8
1653,Employee_1653,Marketing,Analyst,59,Female,Masters,Other,Divorced,2021-08-24,12,13,7,1,8773,5,1,Yes,Yes,5
1654,Employee_1654,Sales,Developer,32,Male,High School,Life Sciences,Divorced,2001-01-09,20,5,6,14,17065,4,3,No,No,9
1655,Employee_1655,HR,Manager,46,Other,High School,Marketing,Single,2015-07-31,14,5,6,1,8310,3,2,No,No,7
1656,Employee_1656,Operations,Executive,59,Other,PhD,Medical,Married,2008-06-20,19,14,3,5,8001,2,4,Yes,Yes,6
1657,Employee_1657,IT,Team Lead,51,Female,Bachelors,Human Resources,Divorced,2014-09-04,16,13,9,8,18943,3,3,No,No,3
1658,Employee_1658,HR,Analyst,28,Other,Bachelors,Life Sciences,Married,2018-04-05,7,14,5,12,5819,2,4,No,No,4
1659,Employee_1659,Marketing,Executive,55,Other,PhD,Technical Degree,Single,2013-12-19,19,4,5,6,15854,5,2,No,Yes,4
1660,Employee_1660,IT,Executive,25,Other,Bachelors,Human Resources,Married,2016-08-01,19,10,7,7,4138,1,1,Yes,No,9
1661,Employee_1661,IT,Executive,47,Female,High School,Technical Degree,Divorced,2016-04-24,22,4,0,14,8820,2,3,No,Yes,9
1662,Employee_1662,Marketing,Manager,46,Female,PhD,Other,Married,2004-12-31,5,8,5,3,19448,1,4,No,No,1
1663,Employee_1663,Operations,Team Lead,47,Male,Masters,Other,Single,2003-11-01,13,11,1,12,6575,1,3,No,No,7
1664,Employee_1664,Finance,Consultant,33,Other,PhD,Other,Married,2000-07-18,1,1,4,1,6148,3,2,No,No,0
1665,Employee_1665,Operations,Team Lead,43,Other,PhD,Human Resources,Married,2016-09-02,3,5,8,6,13283,2,3,No,Yes,5
1666,Employee_1666,Operations,Team Lead,21,Other,PhD,Other,Married,2009-03-27,11,8,0,0,3349,2,4,No,No,1
1667,Employee_1667,Operations,Analyst,48,Male,High School,Marketing,Married,2015-12-21,1,13,5,0,17358,1,1,No,Yes,5
1668,Employee_1668,HR,Consultant,35,Female,PhD,Medical,Divorced,2012-01-01,15,2,8,4,15948,2,4,No,Yes,3
1669,Employee_1669,Operations,Consultant,33,Male,High School,Technical Degree,Married,2017-11-28,11,3,4,2,17694,4,3,No,No,7
1670,Employee_1670,Operations,Consultant,25,Male,Bachelors,Technical Degree,Single,2002-11-13,2,5,4,14,4612,5,4,No,No,9
1671,Employee_1671,HR,Manager,59,Other,High School,Technical Degree,Married,2003-07-21,10,6,2,5,7830,4,2,Yes,No,7
1672,Employee_1672,Operations,Developer,46,Male,Masters,Human Resources,Single,2001-05-17,21,13,1,3,15602,3,3,No,No,5
1673,Employee_1673,IT,Team Lead,27,Other,Bachelors,Technical Degree,Single,2005-03-24,12,2,6,6,15029,3,1,No,No,2
1674,Employee_1674,IT,Developer,55,Female,PhD,Human Resources,Single,2021-10-10,8,7,2,0,6865,4,3,No,No,1
1675,Employee_1675,Marketing,Executive,42,Male,High School,Human Resources,Single,2020-09-01,0,8,2,5,11878,5,4,Yes,No,6
1676,Employee_1676,Marketing,Consultant,29,Other,Masters,Other,Divorced,2003-09-09,3,1,1,1,18444,2,3,No,No,5
1677,Employee_1677,Finance,Executive,21,Male,PhD,Marketing,Married,2009-07-16,13,10,3,14,6397,5,3,No,Yes,8
1678,Employee_1678,Operations,Executive,35,Other,High School,Other,Married,2014-05-17,15,6,7,2,9566,5,4,No,No,0
1679,Employee_1679,IT,Team Lead,50,Male,Bachelors,Human Resources,Divorced,2008-08-18,7,11,3,14,3518,2,3,Yes,Yes,2
1680,Employee_1680,HR,Consultant,23,Other,High School,Other,Married,2002-04-18,12,6,3,14,4583,2,2,No,Yes,5
1681,Employee_1681,Operations,Executive,26,Other,Masters,Life Sciences,Divorced,2009-10-20,19,12,9,11,7812,2,4,No,Yes,4
1682,Employee_1682,Marketing,Manager,51,Other,High School,Technical Degree,Single,2012-06-22,21,12,9,9,16805,2,1,No,No,1
1683,Employee_1683,Operations,Consultant,25,Other,Masters,Medical,Married,2018-12-21,0,2,5,4,4613,1,2,No,No,4
1684,Employee_1684,Sales,Executive,24,Female,High School,Technical Degree,Single,2005-12-13,9,1,8,5,3304,4,3,No,Yes,7
1685,Employee_1685,HR,Team Lead,45,Female,Masters,Life Sciences,Married,2019-11-10,3,13,2,0,7765,1,1,No,Yes,8
1686,Employee_1686,Operations,Manager,31,Female,High School,Other,Married,2004-08-02,6,8,6,4,17595,4,4,Yes,No,8
1687,Employee_1687,IT,Team Lead,34,Female,High School,Human Resources,Married,2008-07-07,21,6,3,2,9685,4,2,No,Yes,5
1688,Employee_1688,Marketing,Executive,45,Other,High School,Other,Single,2008-03-12,24,3,6,8,10503,4,3,No,No,8
1689,Employee_1689,Operations,Manager,47,Female,Masters,Marketing,Divorced,2013-02-18,10,10,3,7,15864,5,4,Yes,Yes,4
1690,Employee_1690,Marketing,Executive,49,Female,PhD,Human Resources,Single,2010-04-24,2,11,5,9,19230,4,4,Yes,No,1
1691,Employee_1691,Sales,Manager,21,Male,High School,Marketing,Divorced,2015-03-12,4,9,2,2,17095,2,4,No,Yes,5
1692,Employee_1692,Finance,Developer,25,Other,High School,Medical,Married,2005-11-11,22,4,3,3,14387,5,4,No,No,8
1693,Employee_1693,HR,Manager,41,Male,Bachelors,Technical Degree,Married,2018-05-14,11,6,4,13,16788,5,2,No,Yes,8
1694,Employee_1694,Marketing,Developer,57,Female,High School,Human Resources,Married,2003-10-19,10,8,6,9,3955,1,3,No,No,9
1695,Employee_1695,Finance,Executive,54,Female,High School,Marketing,Married,2016-06-16,0,4,0,14,19762,3,1,No,No,0
1696,Employee_1696,Operations,Manager,22,Female,PhD,Marketing,Single,2012-04-22,11,14,7,3,14705,5,3,No,No,2
1697,Employee_1697,Sales,Team Lead,38,Female,Masters,Life Sciences,Divorced,2003-01-18,8,6,5,8,5209,2,2,No,No,6
1698,Employee_1698,Operations,Consultant,35,Other,Bachelors,Life Sciences,Divorced,2003-03-17,15,0,7,3,8281,5,3,No,Yes,2
1699,Employee_1699,Sales,Manager,53,Other,Bachelors,Technical Degree,Divorced,2011-07-29,10,4,7,13,8632,1,1,No,No,8
1700,Employee_1700,HR,Manager,31,Female,Bachelors,Marketing,Married,2002-06-17,24,10,8,8,18865,5,2,No,No,5
1701,Employee_1701,HR,Consultant,49,Other,PhD,Medical,Single,2006-08-15,2,7,3,3,17422,3,4,No,No,1
1702,Employee_1702,Marketing,Manager,49,Female,Bachelors,Marketing,Married,2022-09-22,7,1,2,12,15986,4,2,Yes,No,6
1703,Employee_1703,Marketing,Analyst,28,Female,Masters,Marketing,Divorced,2010-08-25,17,7,0,5,6034,5,2,No,Yes,6
1704,Employee_1704,HR,Team Lead,21,Male,High School,Human Resources,Single,2021-03-04,3,4,8,4,3426,1,2,No,No,6
1705,Employee_1705,HR,Manager,50,Female,High School,Human Resources,Single,2009-08-12,22,7,1,10,10794,3,2,No,Yes,1
1706,Employee_1706,Operations,Manager,30,Male,Masters,Life Sciences,Married,2001-01-07,8,1,8,13,19826,4,1,Yes,Yes,5
1707,Employee_1707,Marketing,Executive,26,Male,Masters,Human Resources,Single,2003-05-05,3,7,9,5,8963,5,4,No,No,3
1708,Employee_1708,Operations,Consultant,21,Other,Masters,Marketing,Single,2004-03-29,0,4,7,7,14276,2,4,No,No,1
1709,Employee_1709,Marketing,Consultant,29,Male,PhD,Human Resources,Single,2007-10-30,22,3,8,11,9510,5,2,No,No,0
1710,Employee_1710,Marketing,Team Lead,36,Other,High School,Life Sciences,Married,2018-02-24,2,12,1,8,10424,2,3,No,No,2
1711,Employee_1711,Sales,Manager,23,Other,PhD,Technical Degree,Married,2018-09-13,10,8,6,1,15429,1,2,No,Yes,5
1712,Employee_1712,IT,Manager,22,Female,High School,Other,Single,2019-03-05,24,11,6,0,15199,4,2,No,Yes,4
1713,Employee_1713,HR,Manager,28,Male,Masters,Medical,Married,2014-09-20,9,2,2,12,19277,5,3,No,No,8
1714,Employee_1714,Sales,Developer,50,Other,Bachelors,Other,Single,2014-12-31,24,2,3,13,4662,4,1,Yes,No,4
1715,Employee_1715,Marketing,Analyst,38,Other,Masters,Other,Divorced,2011-12-25,17,7,9,1,15537,2,4,No,No,1
1716,Employee_1716,IT,Team Lead,23,Male,Masters,Marketing,Divorced,2012-03-29,15,10,8,3,5094,3,2,No,No,6
1717,Employee_1717,IT,Developer,26,Female,PhD,Medical,Single,2012-10-09,22,1,0,13,7794,1,4,No,No,5
1718,Employee_1718,Sales,Manager,33,Male,Bachelors,Other,Divorced,2007-10-01,13,13,2,5,19184,5,1,No,Yes,4
1719,Employee_1719,Finance,Consultant,35,Male,PhD,Other,Divorced,2006-03-20,7,13,6,12,16201,3,3,No,No,9
1720,Employee_1720,Finance,Team Lead,42,Male,Bachelors,Technical Degree,Divorced,2018-09-09,10,2,1,11,16893,1,4,No,No,4
1721,Employee_1721,Marketing,Developer,39,Female,Bachelors,Marketing,Single,2015-04-24,0,12,2,4,19953,2,1,No,Yes,5
1722,Employee_1722,Operations,Analyst,28,Female,Bachelors,Medical,Married,2018-07-25,20,11,3,3,4904,1,3,No,No,4
1723,Employee_1723,Operations,Developer,34,Female,Masters,Technical Degree,Single,2000-08-25,10,7,0,7,6179,4,4,No,No,4
1724,Employee_1724,Finance,Executive,43,Male,PhD,Marketing,Single,2011-10-23,23,8,8,12,5978,2,4,No,No,8
1725,Employee_1725,Operations,Manager,45,Female,Masters,Technical Degree,Married,2014-05-30,12,13,8,2,11907,1,1,No,No,5
1726,Employee_1726,Marketing,Developer,53,Male,High School,Other,Single,2000-09-04,12,10,2,0,14280,4,1,No,No,8
1727,Employee_1727,Finance,Consultant,21,Male,PhD,Marketing,Single,2010-03-27,1,14,4,8,9052,4,2,No,No,2
1728,Employee_1728,Sales,Analyst,21,Female,High School,Marketing,Single,2021-03-31,0,0,1,6,5087,5,4,No,No,6
1729,Employee_1729,IT,Consultant,37,Female,Masters,Other,Divorced,2009-03-04,13,7,7,11,14354,5,3,No,No,7
1730,Employee_1730,HR,Consultant,38,Male,High School,Technical Degree,Single,2009-09-15,9,14,4,3,14141,1,3,Yes,No,9
1731,Employee_1731,IT,Manager,45,Other,High School,Life Sciences,Single,2011-03-05,3,9,1,9,9499,4,2,No,No,0
1732,Employee_1732,Finance,Executive,35,Female,High School,Medical,Married,2007-02-23,14,6,5,9,3966,3,1,No,Yes,2
1733,Employee_1733,IT,Consultant,47,Female,PhD,Life Sciences,Divorced,2006-07-07,15,13,5,0,7179,4,1,No,Yes,6
1734,Employee_1734,Finance,Executive,50,Male,Bachelors,Human Resources,Divorced,2005-05-14,0,13,4,8,10625,2,1,No,No,2
1735,Employee_1735,Marketing,Developer,29,Other,Bachelors,Medical,Single,2018-02-14,14,1,5,2,13254,1,1,No,No,7
1736,Employee_1736,HR,Manager,45,Other,PhD,Marketing,Divorced,2003-11-19,12,13,7,3,19470,1,1,Yes,No,4
1737,Employee_1737,Marketing,Developer,54,Male,Bachelors,Other,Divorced,2019-07-21,4,0,4,3,3009,5,3,No,No,5
1738,Employee_1738,HR,Executive,31,Male,Masters,Medical,Married,2018-03-03,7,14,0,0,6907,4,4,Yes,Yes,0
1739,Employee_1739,Marketing,Team Lead,35,Other,PhD,Medical,Married,2002-06-25,10,6,1,3,8896,5,1,No,No,9
1740,Employee_1740,Operations,Developer,49,Other,PhD,Human Resources,Divorced,2005-06-21,14,7,8,9,7985,4,4,No,No,8
